"","Baseline (r31252)",asmjs-apps-box2d-loadtime,5890
"","Baseline (r31252)",asmjs-apps-box2d-throughput,23754
"","Baseline (r31252)",asmjs-apps-bullet-loadtime,17146
"","Baseline (r31252)",asmjs-apps-bullet-throughput,37383
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-loadtime,4070
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-throughput,26707
"","Baseline (r31252)",asmjs-apps-zlib-loadtime,3583
"","Baseline (r31252)",asmjs-apps-zlib-throughput,17459
"","Baseline (r31252)",asmjs-apps-box2d-loadtime,5799
"","Baseline (r31252)",asmjs-apps-box2d-throughput,24097
"","Baseline (r31252)",asmjs-apps-bullet-loadtime,17168
"","Baseline (r31252)",asmjs-apps-bullet-throughput,37202
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-loadtime,4040
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-throughput,26968
"","Baseline (r31252)",asmjs-apps-zlib-loadtime,3578
"","Baseline (r31252)",asmjs-apps-zlib-throughput,17471
"","Baseline (r31252)",asmjs-apps-box2d-loadtime,5782
"","Baseline (r31252)",asmjs-apps-box2d-throughput,23805
"","Baseline (r31252)",asmjs-apps-bullet-loadtime,17139
"","Baseline (r31252)",asmjs-apps-bullet-throughput,37216
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-loadtime,4041
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-throughput,26948
"","Baseline (r31252)",asmjs-apps-zlib-loadtime,3583
"","Baseline (r31252)",asmjs-apps-zlib-throughput,17445
"","Baseline (r31252)",asmjs-apps-box2d-loadtime,5651
"","Baseline (r31252)",asmjs-apps-box2d-throughput,23650
"","Baseline (r31252)",asmjs-apps-bullet-loadtime,17222
"","Baseline (r31252)",asmjs-apps-bullet-throughput,37689
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-loadtime,4068
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-throughput,26662
"","Baseline (r31252)",asmjs-apps-zlib-loadtime,3584
"","Baseline (r31252)",asmjs-apps-zlib-throughput,17449
"","Baseline (r31252)",asmjs-apps-box2d-loadtime,5629
"","Baseline (r31252)",asmjs-apps-box2d-throughput,23690
"","Baseline (r31252)",asmjs-apps-bullet-loadtime,17140
"","Baseline (r31252)",asmjs-apps-bullet-throughput,37266
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-loadtime,4042
"","Baseline (r31252)",asmjs-apps-lua_binarytrees-throughput,26997
"","Baseline (r31252)",asmjs-apps-zlib-loadtime,3587
"","Baseline (r31252)",asmjs-apps-zlib-throughput,17500
,"Baseline (r31252)",asmjs-ubench-copy,32513
,"Baseline (r31252)",asmjs-ubench-corrections,33827
,"Baseline (r31252)",asmjs-ubench-fannkuch,32080
,"Baseline (r31252)",asmjs-ubench-fasta,86901
,"Baseline (r31252)",asmjs-ubench-life,49937
,"Baseline (r31252)",asmjs-ubench-memops,86379
,"Baseline (r31252)",asmjs-ubench-primes,37466
,"Baseline (r31252)",asmjs-ubench-skinning,172148
,"Baseline (r31252)",asmjs-ubench-copy,32460
,"Baseline (r31252)",asmjs-ubench-corrections,33954
,"Baseline (r31252)",asmjs-ubench-fannkuch,32092
,"Baseline (r31252)",asmjs-ubench-fasta,86903
,"Baseline (r31252)",asmjs-ubench-life,49940
,"Baseline (r31252)",asmjs-ubench-memops,86642
,"Baseline (r31252)",asmjs-ubench-primes,37464
,"Baseline (r31252)",asmjs-ubench-skinning,172773
,"Baseline (r31252)",asmjs-ubench-copy,32523
,"Baseline (r31252)",asmjs-ubench-corrections,33824
,"Baseline (r31252)",asmjs-ubench-fannkuch,32070
,"Baseline (r31252)",asmjs-ubench-fasta,86909
,"Baseline (r31252)",asmjs-ubench-life,49971
,"Baseline (r31252)",asmjs-ubench-memops,86248
,"Baseline (r31252)",asmjs-ubench-primes,37463
,"Baseline (r31252)",asmjs-ubench-skinning,172208
,"Baseline (r31252)",asmjs-ubench-copy,32403
,"Baseline (r31252)",asmjs-ubench-corrections,33826
,"Baseline (r31252)",asmjs-ubench-fannkuch,32068
,"Baseline (r31252)",asmjs-ubench-fasta,86901
,"Baseline (r31252)",asmjs-ubench-life,49924
,"Baseline (r31252)",asmjs-ubench-memops,87116
,"Baseline (r31252)",asmjs-ubench-primes,37465
,"Baseline (r31252)",asmjs-ubench-skinning,172763
,"Baseline (r31252)",asmjs-ubench-copy,32403
,"Baseline (r31252)",asmjs-ubench-corrections,33824
,"Baseline (r31252)",asmjs-ubench-fannkuch,32072
,"Baseline (r31252)",asmjs-ubench-fasta,87058
,"Baseline (r31252)",asmjs-ubench-life,49943
,"Baseline (r31252)",asmjs-ubench-memops,87218
,"Baseline (r31252)",asmjs-ubench-primes,37462
,"Baseline (r31252)",asmjs-ubench-skinning,172575
,"Baseline (r31252)",jetstream-asmjs-bigfib,4660
,"Baseline (r31252)",jetstream-asmjs-container,28239
,"Baseline (r31252)",jetstream-asmjs-dry,6021
,"Baseline (r31252)",jetstream-asmjs-float-mm,9845
,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47086
,"Baseline (r31252)",jetstream-asmjs-n-body,12731
,"Baseline (r31252)",jetstream-asmjs-quicksort,2496
,"Baseline (r31252)",jetstream-asmjs-towers,3732
,"Baseline (r31252)",jetstream-asmjs-bigfib,4663
,"Baseline (r31252)",jetstream-asmjs-container,28302
,"Baseline (r31252)",jetstream-asmjs-dry,6022
,"Baseline (r31252)",jetstream-asmjs-float-mm,9845
,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47150
,"Baseline (r31252)",jetstream-asmjs-n-body,12730
,"Baseline (r31252)",jetstream-asmjs-quicksort,2494
,"Baseline (r31252)",jetstream-asmjs-towers,3731
,"Baseline (r31252)",jetstream-asmjs-bigfib,4649
,"Baseline (r31252)",jetstream-asmjs-container,28257
,"Baseline (r31252)",jetstream-asmjs-dry,6022
,"Baseline (r31252)",jetstream-asmjs-float-mm,9844
,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47190
,"Baseline (r31252)",jetstream-asmjs-n-body,12730
,"Baseline (r31252)",jetstream-asmjs-quicksort,2673
,"Baseline (r31252)",jetstream-asmjs-towers,3908
,"Baseline (r31252)",jetstream-asmjs-bigfib,5109
,"Baseline (r31252)",jetstream-asmjs-container,28134
,"Baseline (r31252)",jetstream-asmjs-dry,6196
,"Baseline (r31252)",jetstream-asmjs-float-mm,9844
,"Baseline (r31252)",jetstream-asmjs-gcc-loops,46800
,"Baseline (r31252)",jetstream-asmjs-n-body,12905
,"Baseline (r31252)",jetstream-asmjs-quicksort,2495
,"Baseline (r31252)",jetstream-asmjs-towers,3888
,"Baseline (r31252)",jetstream-asmjs-bigfib,4661
,"Baseline (r31252)",jetstream-asmjs-container,28300
,"Baseline (r31252)",jetstream-asmjs-dry,6022
,"Baseline (r31252)",jetstream-asmjs-float-mm,9846
,"Baseline (r31252)",jetstream-asmjs-gcc-loops,47112
,"Baseline (r31252)",jetstream-asmjs-n-body,12730
,"Baseline (r31252)",jetstream-asmjs-quicksort,2495
,"Baseline (r31252)",jetstream-asmjs-towers,3740
,Patch,asmjs-apps-box2d-loadtime,5671
,Patch,asmjs-apps-box2d-throughput,23958
,Patch,asmjs-apps-bullet-loadtime,17145
,Patch,asmjs-apps-bullet-throughput,37212
,Patch,asmjs-apps-lua_binarytrees-loadtime,4073
,Patch,asmjs-apps-lua_binarytrees-throughput,27357
,Patch,asmjs-apps-zlib-loadtime,3593
,Patch,asmjs-apps-zlib-throughput,17453
,Patch,asmjs-apps-box2d-loadtime,5666
,Patch,asmjs-apps-box2d-throughput,23774
,Patch,asmjs-apps-bullet-loadtime,17141
,Patch,asmjs-apps-bullet-throughput,37275
,Patch,asmjs-apps-lua_binarytrees-loadtime,4050
,Patch,asmjs-apps-lua_binarytrees-throughput,27545
,Patch,asmjs-apps-zlib-loadtime,3587
,Patch,asmjs-apps-zlib-throughput,17434
,Patch,asmjs-apps-box2d-loadtime,5819
,Patch,asmjs-apps-box2d-throughput,23769
,Patch,asmjs-apps-bullet-loadtime,17304
,Patch,asmjs-apps-bullet-throughput,37310
,Patch,asmjs-apps-lua_binarytrees-loadtime,4067
,Patch,asmjs-apps-lua_binarytrees-throughput,27255
,Patch,asmjs-apps-zlib-loadtime,3586
,Patch,asmjs-apps-zlib-throughput,17438
,Patch,asmjs-apps-box2d-loadtime,6120
,Patch,asmjs-apps-box2d-throughput,23701
,Patch,asmjs-apps-bullet-loadtime,17161
,Patch,asmjs-apps-bullet-throughput,37203
,Patch,asmjs-apps-lua_binarytrees-loadtime,4065
,Patch,asmjs-apps-lua_binarytrees-throughput,27416
,Patch,asmjs-apps-zlib-loadtime,3587
,Patch,asmjs-apps-zlib-throughput,17485
,Patch,asmjs-apps-box2d-loadtime,5648
,Patch,asmjs-apps-box2d-throughput,23979
,Patch,asmjs-apps-bullet-loadtime,17147
,Patch,asmjs-apps-bullet-throughput,37413
,Patch,asmjs-apps-lua_binarytrees-loadtime,4055
,Patch,asmjs-apps-lua_binarytrees-throughput,26919
,Patch,asmjs-apps-zlib-loadtime,3589
,Patch,asmjs-apps-zlib-throughput,17444
,Patch,asmjs-ubench-copy,32404
,Patch,asmjs-ubench-corrections,33826
,Patch,asmjs-ubench-fannkuch,32065
,Patch,asmjs-ubench-fasta,86945
,Patch,asmjs-ubench-life,49938
,Patch,asmjs-ubench-memops,86972
,Patch,asmjs-ubench-primes,37466
,Patch,asmjs-ubench-skinning,172483
,Patch,asmjs-ubench-copy,32404
,Patch,asmjs-ubench-corrections,33826
,Patch,asmjs-ubench-fannkuch,32082
,Patch,asmjs-ubench-fasta,87094
,Patch,asmjs-ubench-life,49936
,Patch,asmjs-ubench-memops,84731
,Patch,asmjs-ubench-primes,37460
,Patch,asmjs-ubench-skinning,172595
,Patch,asmjs-ubench-copy,32855
,Patch,asmjs-ubench-corrections,33827
,Patch,asmjs-ubench-fannkuch,32067
,Patch,asmjs-ubench-fasta,86930
,Patch,asmjs-ubench-life,49949
,Patch,asmjs-ubench-memops,87022
,Patch,asmjs-ubench-primes,37463
,Patch,asmjs-ubench-skinning,172884
,Patch,asmjs-ubench-copy,32582
,Patch,asmjs-ubench-corrections,33826
,Patch,asmjs-ubench-fannkuch,32082
,Patch,asmjs-ubench-fasta,86911
,Patch,asmjs-ubench-life,49962
,Patch,asmjs-ubench-memops,87003
,Patch,asmjs-ubench-primes,37461
,Patch,asmjs-ubench-skinning,172299
,Patch,asmjs-ubench-copy,32405
,Patch,asmjs-ubench-corrections,33828
,Patch,asmjs-ubench-fannkuch,32064
,Patch,asmjs-ubench-fasta,86929
,Patch,asmjs-ubench-life,49941
,Patch,asmjs-ubench-memops,86954
,Patch,asmjs-ubench-primes,37466
,Patch,asmjs-ubench-skinning,171706
,Patch,jetstream-asmjs-bigfib,4851
,Patch,jetstream-asmjs-container,28689
,Patch,jetstream-asmjs-dry,6197
,Patch,jetstream-asmjs-float-mm,9666
,Patch,jetstream-asmjs-gcc-loops,46774
,Patch,jetstream-asmjs-n-body,12911
,Patch,jetstream-asmjs-quicksort,2669
,Patch,jetstream-asmjs-towers,3906
,Patch,jetstream-asmjs-bigfib,4548
,Patch,jetstream-asmjs-container,28318
,Patch,jetstream-asmjs-dry,6182
,Patch,jetstream-asmjs-float-mm,9847
,Patch,jetstream-asmjs-gcc-loops,47083
,Patch,jetstream-asmjs-n-body,12732
,Patch,jetstream-asmjs-quicksort,2495
,Patch,jetstream-asmjs-towers,3738
,Patch,jetstream-asmjs-bigfib,4690
,Patch,jetstream-asmjs-container,28380
,Patch,jetstream-asmjs-dry,6023
,Patch,jetstream-asmjs-float-mm,9845
,Patch,jetstream-asmjs-gcc-loops,46778
,Patch,jetstream-asmjs-n-body,12872
,Patch,jetstream-asmjs-quicksort,2495
,Patch,jetstream-asmjs-towers,3751
,Patch,jetstream-asmjs-bigfib,4693
,Patch,jetstream-asmjs-container,28849
,Patch,jetstream-asmjs-dry,6494
,Patch,jetstream-asmjs-float-mm,9845
,Patch,jetstream-asmjs-gcc-loops,46813
,Patch,jetstream-asmjs-n-body,12876
,Patch,jetstream-asmjs-quicksort,2495
,Patch,jetstream-asmjs-towers,3751
,Patch,jetstream-asmjs-bigfib,4694
,Patch,jetstream-asmjs-container,28491
,Patch,jetstream-asmjs-dry,6022
,Patch,jetstream-asmjs-float-mm,10141
,Patch,jetstream-asmjs-gcc-loops,46618
,Patch,jetstream-asmjs-n-body,12733
,Patch,jetstream-asmjs-quicksort,2495
,Patch,jetstream-asmjs-towers,3751